image_id,file_name,grid_row,grid_col,jumlah_sampah,kepadatan_pct,count_plastic_packaging,count_metal_glass,count_construction,count_hazardous,count_organic_mixed
808,site4_132.png,3,4,4,100.0,0,0,0,0,4
808,site4_132.png,4,4,2,82.875,0,0,0,0,2
808,site4_132.png,5,0,2,100.0,0,0,0,0,2
813,site4_137.png,0,7,4,46.7009,0,0,0,0,4
814,site4_138.png,0,0,4,90.1719,0,0,0,0,4
814,site4_138.png,0,1,2,69.375,0,0,0,0,2
814,site4_138.png,0,2,4,100.0,0,0,0,0,4
814,site4_138.png,0,3,6,100.0,0,0,0,0,6
816,site4_140.png,3,7,2,100.0,0,0,2,0,0
816,site4_140.png,5,6,2,100.0,0,2,0,0,0
816,site4_140.png,6,6,2,100.0,0,2,0,0,0
816,site4_140.png,6,7,2,100.0,0,2,0,0,0
817,site4_141.png,3,0,2,100.0,0,0,2,0,0
817,site4_141.png,6,0,2,100.0,0,2,0,0,0
822,site4_148.png,4,3,2,100.0,2,0,0,0,0
822,site4_148.png,4,5,2,100.0,0,2,0,0,0
822,site4_148.png,7,2,2,100.0,2,0,0,0,0
823,site4_149.png,0,3,2,35.706,0,0,2,0,0
823,site4_149.png,0,4,4,100.0,2,0,0,0,2
832,site4_158.png,1,6,2,100.0,0,2,0,0,0
832,site4_158.png,1,7,2,100.0,0,2,0,0,0
832,site4_158.png,4,5,2,100.0,0,2,0,0,0
832,site4_158.png,4,6,2,100.0,0,2,0,0,0
832,site4_158.png,5,7,2,100.0,0,2,0,0,0
833,site4_159.png,0,0,2,100.0,0,0,0,0,2
833,site4_159.png,5,0,2,100.0,0,2,0,0,0
839,site4_166.png,0,2,2,100.0,2,0,0,0,0
847,site4_174.png,2,6,2,100.0,0,0,0,0,2
847,site4_174.png,4,5,2,100.0,0,0,0,0,2
847,site4_174.png,5,4,2,37.125,0,2,0,0,0
848,site4_175.png,1,2,2,100.0,0,2,0,0,0
848,site4_175.png,2,4,2,100.0,2,0,0,0,0
848,site4_175.png,5,3,4,100.0,2,0,2,0,0
848,site4_175.png,6,3,4,100.0,0,0,2,0,2
848,site4_175.png,7,2,2,100.0,2,0,0,0,0
849,site4_176.png,0,7,2,100.0,0,2,0,0,0
849,site4_176.png,1,6,2,100.0,0,2,0,0,0
849,site4_176.png,2,4,2,100.0,0,2,0,0,0
849,site4_176.png,4,4,2,100.0,0,2,0,0,0
849,site4_176.png,6,3,2,100.0,0,0,2,0,0
850,site4_177.png,0,0,2,100.0,0,2,0,0,0
855,site4_184.png,6,2,2,100.0,0,0,0,0,2
864,site4_193.png,0,2,2,100.0,2,0,0,0,0
864,site4_193.png,4,2,4,100.0,0,2,0,0,2
864,site4_193.png,6,2,2,93.75,0,0,2,0,0
864,site4_193.png,7,1,2,100.0,0,2,0,0,0
865,site4_194.png,0,3,2,100.0,0,0,2,0,0
865,site4_194.png,3,2,2,100.0,0,2,0,0,0
877,site4_211.png,0,1,2,100.0,0,2,0,0,0
877,site4_211.png,1,1,2,100.0,2,0,0,0,0
887,site5_27.png,4,1,2,92.75,0,0,2,0,0
887,site5_27.png,5,1,4,100.0,0,0,4,0,0
887,site5_27.png,6,1,6,100.0,0,0,6,0,0
887,site5_27.png,7,1,2,100.0,0,0,2,0,0
888,site5_28.png,2,6,2,100.0,0,2,0,0,0
889,site5_29.png,1,4,2,100.0,0,0,2,0,0
891,site5_31.png,7,4,2,25.0833,0,0,2,0,0
891,site5_31.png,7,5,2,7.8398,0,0,2,0,0
891,site5_31.png,7,7,2,100.0,0,2,0,0,0
892,site5_32.png,7,0,2,100.0,0,2,0,0,0
900,site5_45.png,0,1,2,100.0,0,0,2,0,0
900,site5_45.png,0,2,2,100.0,0,0,2,0,0
900,site5_45.png,1,2,2,100.0,0,0,2,0,0
900,site5_45.png,3,3,2,100.0,0,2,0,0,0
900,site5_45.png,6,6,2,100.0,0,0,2,0,0
900,site5_45.png,7,6,2,22.2812,0,0,2,0,0
900,site5_45.png,7,7,2,24.5,0,0,0,2,0
901,site5_46.png,4,7,2,13.75,0,2,0,0,0
901,site5_46.png,5,3,2,27.1875,0,2,0,0,0
901,site5_46.png,5,5,4,100.0,0,2,2,0,0
901,site5_46.png,5,6,6,100.0,0,4,2,0,0
901,site5_46.png,6,0,2,100.0,0,2,0,0,0
901,site5_46.png,6,2,2,100.0,0,0,2,0,0
901,site5_46.png,6,3,2,28.125,0,2,0,0,0
901,site5_46.png,6,4,2,100.0,0,2,0,0,0
901,site5_46.png,6,5,2,47.5,0,2,0,0,0
901,site5_46.png,7,0,2,9.0357,0,0,0,2,0
902,site5_47.png,4,0,2,4.4844,0,2,0,0,0
902,site5_47.png,5,1,2,100.0,0,2,0,0,0
902,site5_47.png,5,6,2,100.0,0,0,2,0,0
902,site5_47.png,6,0,2,100.0,0,2,0,0,0
902,site5_47.png,7,1,2,100.0,0,0,2,0,0
903,site5_48.png,1,7,2,23.625,0,2,0,0,0
903,site5_48.png,2,3,2,100.0,0,0,2,0,0
903,site5_48.png,2,4,2,100.0,0,0,2,0,0
903,site5_48.png,2,5,2,61.8125,0,0,2,0,0
903,site5_48.png,5,1,2,100.0,0,0,2,0,0
903,site5_48.png,7,1,2,100.0,0,2,0,0,0
904,site5_49.png,0,4,2,41.4375,0,0,2,0,0
904,site5_49.png,1,0,2,23.625,0,2,0,0,0
904,site5_49.png,1,1,2,100.0,0,0,2,0,0
904,site5_49.png,1,2,2,100.0,0,0,2,0,0
904,site5_49.png,1,4,2,100.0,0,2,0,0,0
904,site5_49.png,1,5,4,93.25,0,2,2,0,0
912,site5_61.png,6,4,2,100.0,0,2,0,0,0
913,site5_62.png,5,4,2,100.0,0,2,0,0,0
914,site5_63.png,0,6,2,22.2812,0,0,2,0,0
914,site5_63.png,0,7,2,24.5,0,0,0,2,0
914,site5_63.png,4,4,2,100.0,0,2,0,0,0
915,site5_64.png,0,0,2,9.0357,0,0,0,2,0
915,site5_64.png,4,4,2,100.0,0,2,0,0,0
916,site5_65.png,0,1,2,100.0,0,0,2,0,0
916,site5_65.png,1,0,2,100.0,0,2,0,0,0
916,site5_65.png,1,7,4,100.0,0,2,2,0,0
916,site5_65.png,2,6,2,100.0,0,0,0,0,2
916,site5_65.png,2,7,4,100.0,0,0,0,0,4
916,site5_65.png,3,6,2,45.9375,0,0,2,0,0
916,site5_65.png,3,7,4,100.0,0,0,0,0,4
916,site5_65.png,4,7,2,74.25,0,0,2,0,0
917,site5_66.png,2,0,2,73.2344,0,0,0,0,2
917,site5_66.png,2,2,2,100.0,0,2,0,0,0
917,site5_66.png,3,0,6,100.0,0,0,0,0,6
917,site5_66.png,4,0,2,74.25,0,0,2,0,0
917,site5_66.png,6,3,2,100.0,0,2,0,0,0
917,site5_66.png,7,1,2,33.0,0,0,0,2,0
917,site5_66.png,7,6,2,100.0,0,0,0,2,0
918,site5_67.png,7,0,2,100.0,0,0,0,2,0
923,site5_76.png,6,3,2,100.0,0,0,0,2,0
923,site5_76.png,7,1,2,64.9688,0,0,0,2,0
924,site5_77.png,7,1,2,100.0,0,0,0,2,0
925,site5_78.png,1,4,2,100.0,0,0,2,0,0
925,site5_78.png,3,6,2,100.0,0,2,0,0,0
925,site5_78.png,4,3,2,100.0,0,0,0,0,2
925,site5_78.png,4,4,2,100.0,0,2,0,0,0
925,site5_78.png,5,3,2,100.0,0,0,0,0,2
925,site5_78.png,5,4,2,100.0,0,0,0,0,2
925,site5_78.png,6,3,4,100.0,0,0,0,0,4
925,site5_78.png,6,4,2,100.0,0,0,0,0,2
926,site5_79.png,3,0,2,100.0,0,2,0,0,0
926,site5_79.png,3,4,2,100.0,0,2,0,0,0
927,site5_80.png,3,4,2,100.0,0,2,0,0,0
928,site5_81.png,1,4,2,100.0,0,2,0,0,0
928,site5_81.png,7,3,2,100.0,0,0,0,0,2
928,site5_81.png,7,4,2,63.0,0,0,0,0,2
929,site5_82.png,0,1,2,100.0,0,2,0,0,0
930,site5_83.png,1,5,2,100.0,2,0,0,0,0
931,site5_84.png,0,1,2,16.0,0,0,0,2,0
931,site5_84.png,0,6,2,100.0,0,0,0,2,0
931,site5_84.png,1,3,2,100.0,0,2,0,0,0
931,site5_84.png,3,1,4,100.0,0,4,0,0,0
931,site5_84.png,4,1,2,90.0312,0,2,0,0,0
932,site5_85.png,0,0,2,100.0,0,0,0,2,0
936,site5_91.png,7,5,2,100.0,0,0,0,2,0
937,site5_92.png,1,7,2,100.0,0,0,2,0,0
938,site5_93.png,1,1,2,100.0,0,0,2,0,0
939,site5_94.png,0,1,2,24.75,0,0,0,2,0
939,site5_94.png,2,3,2,100.0,0,0,0,2,0
939,site5_94.png,2,6,2,100.0,0,0,0,2,0
939,site5_94.png,4,5,2,100.0,0,0,0,2,0
939,site5_94.png,4,7,2,100.0,0,0,0,2,0
940,site5_95.png,0,1,2,100.0,0,0,0,2,0
940,site5_95.png,1,2,2,100.0,0,0,0,2,0
940,site5_95.png,2,0,2,100.0,0,0,0,2,0
940,site5_95.png,2,3,2,100.0,0,0,0,2,0
940,site5_95.png,3,1,2,100.0,0,0,0,2,0
940,site5_95.png,4,5,2,100.0,0,2,0,0,0
940,site5_95.png,6,6,2,100.0,2,0,0,0,0
941,site5_96.png,6,0,2,100.0,2,0,0,0,0
944,site5_99.png,0,3,2,100.0,0,0,0,0,2
944,site5_99.png,0,4,2,86.625,0,0,0,0,2
947,site5_102.png,3,3,2,100.0,0,0,2,0,0
948,site5_103.png,2,1,4,66.0938,0,2,0,0,2
948,site5_103.png,3,3,2,100.0,2,0,0,0,0
948,site5_103.png,4,2,2,100.0,2,0,0,0,0
948,site5_103.png,4,3,6,100.0,2,0,2,0,2
948,site5_103.png,6,3,2,100.0,0,0,2,0,0
948,site5_103.png,7,4,2,78.75,0,0,2,0,0
948,site5_103.png,7,5,2,100.0,2,0,0,0,0
949,site5_104.png,6,7,2,100.0,0,0,2,0,0
949,site5_104.png,7,5,6,100.0,2,2,2,0,0
950,site5_105.png,6,0,2,100.0,0,0,2,0,0
952,site5_109.png,4,4,2,100.0,0,0,0,2,0
953,site5_110.png,4,0,2,100.0,0,0,0,2,0
956,site5_113.png,0,6,2,100.0,2,0,0,0,0
961,site5_118.png,6,6,2,100.0,0,2,0,0,0
961,site5_118.png,6,7,2,100.0,0,2,0,0,0
961,site5_118.png,7,3,2,100.0,0,2,0,0,0
961,site5_118.png,7,5,2,100.0,0,0,2,0,0
961,site5_118.png,7,7,2,100.0,0,2,0,0,0
962,site5_119.png,4,7,2,100.0,0,0,2,0,0
962,site5_119.png,5,2,2,100.0,0,2,0,0,0
962,site5_119.png,6,1,2,100.0,0,2,0,0,0
962,site5_119.png,7,0,2,100.0,0,2,0,0,0
962,site5_119.png,7,7,2,100.0,0,0,2,0,0
963,site5_120.png,4,1,2,100.0,0,0,2,0,0
963,site5_120.png,6,1,2,100.0,0,0,2,0,0
964,site5_121.png,0,4,2,90.5625,0,0,2,0,0
964,site5_121.png,1,4,2,67.9062,0,0,2,0,0
964,site5_121.png,1,6,4,100.0,4,0,0,0,0
964,site5_121.png,2,4,4,100.0,2,2,0,0,0
964,site5_121.png,2,5,2,42.0,0,0,2,0,0
964,site5_121.png,3,4,2,32.9375,0,0,2,0,0
965,site5_122.png,0,5,4,100.0,2,2,0,0,0
968,site5_127.png,4,4,2,100.0,0,0,0,2,0
969,site5_128.png,4,1,2,100.0,0,0,0,2,0
972,site5_131.png,7,6,2,100.0,0,2,0,0,0
973,site5_132.png,6,0,2,100.0,0,2,0,0,0
973,site5_132.png,7,4,2,100.0,0,0,0,2,0
975,site5_134.png,4,2,2,100.0,0,2,0,0,0
975,site5_134.png,4,6,2,100.0,0,2,0,0,0
976,site5_135.png,4,4,2,100.0,0,2,0,0,0
977,site5_136.png,0,5,2,99.125,0,0,2,0,0
977,site5_136.png,0,7,2,100.0,0,2,0,0,0
977,site5_136.png,3,3,2,47.25,0,2,0,0,0
977,site5_136.png,4,3,2,100.0,0,2,0,0,0
978,site5_137.png,0,0,2,100.0,0,2,0,0,0
978,site5_137.png,1,7,2,100.0,0,0,2,0,0
978,site5_137.png,3,0,2,100.0,0,2,0,0,0
978,site5_137.png,3,6,2,100.0,0,0,2,0,0
978,site5_137.png,5,7,2,100.0,0,2,0,0,0
978,site5_137.png,6,5,2,100.0,0,2,0,0,0
978,site5_137.png,6,6,2,100.0,0,0,2,0,0
978,site5_137.png,6,7,2,100.0,0,0,2,0,0
979,site5_138.png,1,1,2,100.0,0,0,2,0,0
979,site5_138.png,4,2,2,100.0,0,0,2,0,0
979,site5_138.png,5,0,2,100.0,0,2,0,0,0
979,site5_138.png,7,2,2,100.0,0,2,0,0,0
980,site5_139.png,3,7,4,100.0,0,0,4,0,0
980,site5_139.png,4,5,2,100.0,2,0,0,0,0
980,site5_139.png,6,6,2,100.0,0,0,2,0,0
981,site5_140.png,2,1,2,26.9062,0,0,0,2,0
981,site5_140.png,3,0,4,100.0,0,0,4,0,0
981,site5_140.png,3,1,2,15.0938,0,0,2,0,0
981,site5_140.png,4,1,4,100.0,0,0,4,0,0
981,site5_140.png,5,1,2,100.0,0,0,0,0,2
981,site5_140.png,5,2,2,100.0,0,2,0,0,0
983,site5_142.png,7,7,2,100.0,0,2,0,0,0
984,site5_145.png,4,5,2,100.0,0,0,0,2,0
985,site5_146.png,3,2,2,100.0,0,0,0,2,0
987,site5_148.png,1,3,2,100.0,0,0,0,2,0
988,site5_149.png,0,6,2,100.0,0,2,0,0,0
988,site5_149.png,3,2,2,100.0,0,0,0,2,0
988,site5_149.png,3,4,2,100.0,0,0,0,2,0
988,site5_149.png,3,5,2,100.0,0,0,0,2,0
988,site5_149.png,6,3,2,100.0,0,0,0,2,0
988,site5_149.png,6,4,2,100.0,0,0,0,2,0
988,site5_149.png,6,6,2,100.0,0,0,0,2,0
988,site5_149.png,7,1,2,100.0,0,2,0,0,0
988,site5_149.png,7,6,2,73.0049,0,0,0,2,0
989,site5_150.png,0,4,2,100.0,0,0,0,2,0
989,site5_150.png,1,5,2,100.0,0,0,0,2,0
989,site5_150.png,2,5,2,100.0,0,0,0,2,0
989,site5_150.png,3,7,2,61.5284,0,0,0,0,2
989,site5_150.png,4,5,2,100.0,0,0,0,2,0
989,site5_150.png,5,6,2,100.0,0,0,0,2,0
989,site5_150.png,6,6,2,100.0,0,0,0,2,0
989,site5_150.png,7,6,2,100.0,0,0,0,2,0
990,site5_151.png,1,1,2,100.0,0,2,0,0,0
990,site5_151.png,3,0,2,100.0,0,0,0,0,2
990,site5_151.png,3,1,2,100.0,0,0,0,0,2
990,site5_151.png,5,1,2,100.0,2,0,0,0,0
990,site5_151.png,7,0,2,100.0,0,0,0,2,0
990,site5_151.png,7,2,2,100.0,0,2,0,0,0
991,site5_152.png,5,6,2,100.0,0,2,0,0,0
992,site5_153.png,0,5,2,100.0,0,2,0,0,0
992,site5_153.png,5,4,2,100.0,0,2,0,0,0
993,site5_154.png,0,3,2,100.0,0,2,0,0,0
993,site5_154.png,6,2,2,100.0,0,2,0,0,0
994,site5_155.png,4,5,2,100.0,0,2,0,0,0
994,site5_155.png,5,2,2,100.0,0,0,2,0,0
994,site5_155.png,6,7,2,100.0,0,0,0,2,0
994,site5_155.png,7,2,2,100.0,0,0,2,0,0
994,site5_155.png,7,7,2,100.0,0,0,0,2,0
995,site5_156.png,4,2,2,100.0,0,2,0,0,0
995,site5_156.png,6,0,2,100.0,0,0,0,2,0
995,site5_156.png,6,1,2,100.0,0,0,0,0,2
995,site5_156.png,7,0,2,100.0,0,0,0,2,0
996,site5_157.png,0,7,2,100.0,0,0,2,0,0
996,site5_157.png,2,7,2,98.8125,0,0,2,0,0
997,site5_158.png,2,0,2,98.8125,0,0,2,0,0
997,site5_158.png,6,1,2,100.0,0,2,0,0,0
997,site5_158.png,6,4,2,35.0,0,2,0,0,0
997,site5_158.png,6,5,4,100.0,2,0,2,0,0
997,site5_158.png,7,3,4,100.0,0,2,2,0,0
997,site5_158.png,7,6,2,100.0,0,0,0,2,0
998,site5_159.png,6,2,2,100.0,0,0,0,2,0
999,site5_160.png,0,7,2,100.0,0,2,0,0,0
1000,site5_161.png,0,0,2,100.0,0,2,0,0,0
1000,site5_161.png,0,1,2,53.1875,0,0,2,0,0
1001,site5_163.png,0,5,2,100.0,0,0,0,2,0
1001,site5_163.png,7,5,2,100.0,0,0,2,0,0
1002,site5_164.png,5,7,2,100.0,0,0,0,0,2
1003,site5_165.png,4,3,2,100.0,0,0,2,0,0
1003,site5_165.png,4,4,2,51.4688,0,0,2,0,0
1003,site5_165.png,4,6,2,100.0,0,2,0,0,0
1003,site5_165.png,5,0,2,100.0,0,0,0,0,2
1005,site5_167.png,0,3,2,100.0,0,0,0,2,0
1005,site5_167.png,0,5,2,71.1589,0,0,0,2,0
1005,site5_167.png,1,1,2,100.0,0,2,0,0,0
1005,site5_167.png,1,5,2,100.0,0,0,0,2,0
1005,site5_167.png,1,6,2,100.0,0,0,0,2,0
1005,site5_167.png,2,4,2,100.0,0,0,0,2,0
1005,site5_167.png,4,6,2,100.0,0,0,0,2,0
1005,site5_167.png,4,7,2,100.0,0,0,0,2,0
1005,site5_167.png,5,5,2,100.0,0,0,0,2,0
1005,site5_167.png,6,7,2,100.0,0,0,0,2,0
1005,site5_167.png,7,5,4,100.0,0,0,0,4,0
1005,site5_167.png,7,6,2,100.0,0,0,0,2,0
1006,site5_168.png,0,5,2,100.0,0,0,0,2,0
1006,site5_168.png,0,6,2,100.0,0,0,0,2,0
1006,site5_168.png,2,6,2,100.0,0,0,0,2,0
1006,site5_168.png,3,7,2,100.0,0,0,0,2,0
1006,site5_168.png,4,0,2,100.0,0,0,0,2,0
1006,site5_168.png,4,7,2,100.0,0,0,0,2,0
1006,site5_168.png,6,1,2,100.0,0,0,0,2,0
1006,site5_168.png,6,7,2,100.0,0,0,0,2,0
1006,site5_168.png,7,0,2,100.0,0,0,0,2,0
1006,site5_168.png,7,7,2,68.875,0,0,0,2,0
1007,site5_169.png,0,0,2,100.0,0,0,0,2,0
1007,site5_169.png,1,0,2,100.0,0,0,0,2,0
1007,site5_169.png,2,2,2,100.0,0,2,0,0,0
1007,site5_169.png,3,0,2,100.0,0,0,0,2,0
1007,site5_169.png,4,1,2,100.0,0,0,0,2,0
1007,site5_169.png,4,7,2,100.0,0,2,0,0,0
1007,site5_169.png,5,1,2,100.0,0,0,0,2,0
1007,site5_169.png,6,2,2,100.0,0,2,0,0,0
1007,site5_169.png,6,4,2,100.0,0,2,0,0,0
1007,site5_169.png,7,1,2,100.0,0,0,0,2,0
1008,site5_170.png,4,6,2,100.0,0,2,0,0,0
1008,site5_170.png,5,1,2,100.0,0,2,0,0,0
1009,site5_171.png,4,4,2,100.0,0,2,0,0,0
1010,site5_172.png,1,7,2,100.0,0,0,2,0,0
1010,site5_172.png,4,4,2,100.0,0,2,0,0,0
1011,site5_173.png,0,5,2,100.0,0,2,0,0,0
1011,site5_173.png,0,7,2,61.4188,0,0,0,2,0
1011,site5_173.png,1,7,2,100.0,0,0,0,2,0
1011,site5_173.png,3,4,2,100.0,0,0,2,0,0
1011,site5_173.png,4,3,2,100.0,0,2,0,0,0
1011,site5_173.png,7,6,2,100.0,0,0,2,0,0
1012,site5_174.png,0,0,2,46.8875,0,0,0,2,0
1012,site5_174.png,1,0,2,100.0,0,0,0,2,0
1012,site5_174.png,1,2,2,100.0,0,2,0,0,0
1012,site5_174.png,1,4,2,100.0,0,0,0,0,2
1012,site5_174.png,4,3,2,100.0,0,0,2,0,0
1012,site5_174.png,7,3,4,100.0,0,2,2,0,0
1014,site5_176.png,0,1,2,100.0,0,2,0,0,0
1014,site5_176.png,0,3,2,57.1562,0,0,2,0,0
1014,site5_176.png,1,4,2,19.9375,0,2,0,0,0
1014,site5_176.png,4,5,2,100.0,0,2,0,0,0
1014,site5_176.png,4,6,2,100.0,0,0,0,2,0
1014,site5_176.png,6,5,2,60.125,0,0,0,0,2
1015,site5_177.png,4,3,2,100.0,0,0,0,2,0
1015,site5_177.png,5,6,2,100.0,0,0,2,0,0
1015,site5_177.png,7,7,2,100.0,0,0,2,0,0
1016,site5_178.png,7,0,2,95.1844,0,0,2,0,0
1018,site5_181.png,0,5,2,100.0,0,0,2,0,0
1019,site5_182.png,4,6,2,100.0,2,0,0,0,0
1019,site5_182.png,6,4,2,100.0,0,0,0,2,0
1020,site5_183.png,6,0,2,100.0,0,0,0,2,0
1022,site5_185.png,0,7,2,100.0,0,0,0,2,0
1022,site5_185.png,1,5,6,100.0,0,0,0,4,2
1022,site5_185.png,3,6,2,100.0,0,0,0,2,0
1022,site5_185.png,3,7,2,100.0,0,0,0,2,0
1022,site5_185.png,6,7,2,100.0,0,0,0,2,0
1023,site5_186.png,0,0,2,100.0,0,0,0,2,0
1023,site5_186.png,0,1,2,100.0,0,0,0,2,0
1023,site5_186.png,0,7,2,58.1875,0,0,0,2,0
1023,site5_186.png,1,7,2,100.0,0,0,0,2,0
1023,site5_186.png,3,0,2,100.0,0,0,0,2,0
1023,site5_186.png,3,1,2,100.0,0,0,0,2,0
1023,site5_186.png,6,0,2,100.0,0,0,0,2,0
1023,site5_186.png,6,1,2,100.0,0,0,0,2,0
1023,site5_186.png,6,2,2,100.0,0,0,0,2,0
1023,site5_186.png,7,1,2,19.25,0,0,0,2,0
1023,site5_186.png,7,3,2,100.0,0,0,0,2,0
1024,site5_187.png,0,1,2,100.0,0,0,0,2,0
1024,site5_187.png,0,2,2,100.0,0,2,0,0,0
1024,site5_187.png,1,1,2,100.0,0,0,0,2,0
1024,site5_187.png,2,2,2,100.0,0,0,0,2,0
1024,site5_187.png,4,2,2,100.0,0,0,0,2,0
1024,site5_187.png,4,5,2,100.0,0,2,0,0,0
1024,site5_187.png,5,2,2,100.0,0,0,0,2,0
1024,site5_187.png,6,3,2,100.0,0,0,0,2,0
1024,site5_187.png,7,3,2,100.0,0,0,0,2,0
1025,site5_188.png,1,1,2,100.0,0,2,0,0,0
1025,site5_188.png,4,6,2,100.0,0,2,0,0,0
1025,site5_188.png,6,0,2,100.0,0,2,0,0,0
1026,site5_189.png,4,4,2,100.0,0,2,0,0,0
1027,site5_190.png,4,4,2,100.0,0,2,0,0,0
1028,site5_191.png,0,6,2,100.0,0,0,2,0,0
1028,site5_191.png,4,4,2,100.0,0,2,0,0,0
1029,site5_192.png,0,3,2,58.9688,0,2,0,0,0
1029,site5_192.png,1,3,2,100.0,0,0,2,0,0
1029,site5_192.png,4,3,2,100.0,0,2,0,0,0
1031,site5_194.png,2,7,2,100.0,0,0,0,2,0
1031,site5_194.png,4,7,2,100.0,0,2,0,0,0
1032,site5_195.png,0,7,2,79.7812,0,0,2,0,0
1032,site5_195.png,2,3,2,100.0,0,0,0,2,0
1032,site5_195.png,4,4,2,100.0,2,0,0,0,0
1032,site5_195.png,5,2,2,99.5312,0,0,2,0,0
1032,site5_195.png,5,3,2,17.875,0,0,2,0,0
1032,site5_195.png,5,4,2,100.0,0,0,2,0,0
1032,site5_195.png,7,4,6,60.8125,0,6,0,0,0
1032,site5_195.png,7,6,2,100.0,0,0,0,0,2
1033,site5_196.png,0,0,4,100.0,0,0,2,0,2
1033,site5_196.png,2,1,4,100.0,0,0,4,0,0
1033,site5_196.png,5,7,2,100.0,0,2,0,0,0
1033,site5_196.png,6,3,2,100.0,0,0,0,0,2
1033,site5_196.png,7,1,2,24.2188,0,0,2,0,0
1034,site5_197.png,5,0,2,100.0,0,2,0,0,0
1034,site5_197.png,6,5,2,100.0,2,0,0,0,0
1035,site5_200.png,4,4,2,100.0,0,0,0,2,0
1036,site5_201.png,4,1,2,100.0,0,0,0,2,0
1037,site5_202.png,3,3,2,100.0,2,0,0,0,0
1037,site5_202.png,4,4,2,100.0,0,2,0,0,0
1037,site5_202.png,5,1,2,13.125,0,0,2,0,0
1037,site5_202.png,5,3,2,100.0,0,2,0,0,0
1037,site5_202.png,7,3,2,100.0,2,0,0,0,0
1038,site5_203.png,0,7,2,100.0,0,0,0,2,0
1038,site5_203.png,2,7,2,100.0,0,2,0,0,0
1039,site5_204.png,0,0,2,100.0,0,0,0,2,0
1039,site5_204.png,0,1,4,93.3286,0,0,0,4,0
1039,site5_204.png,1,3,2,100.0,0,0,0,2,0
1039,site5_204.png,2,0,2,100.0,0,2,0,0,0
1039,site5_204.png,2,1,2,100.0,0,2,0,0,0
1039,site5_204.png,5,3,2,100.0,0,2,0,0,0
1040,site5_205.png,0,3,2,100.0,0,0,0,2,0
1040,site5_205.png,2,3,2,100.0,0,0,0,2,0
1040,site5_205.png,4,3,2,99.75,0,0,0,2,0
1040,site5_205.png,4,6,2,100.0,0,2,0,0,0
1040,site5_205.png,5,5,2,100.0,0,0,0,0,2
1041,site5_206.png,1,3,2,100.0,0,0,2,0,0
1041,site5_206.png,4,4,2,100.0,0,2,0,0,0
1041,site5_206.png,7,4,2,100.0,0,2,0,0,0
1041,site5_206.png,7,6,2,36.0,0,0,2,0,0
1042,site5_207.png,4,4,2,100.0,0,2,0,0,0
1043,site5_208.png,4,4,2,100.0,0,2,0,0,0
1044,site5_209.png,3,4,2,100.0,0,2,0,0,0
1045,site5_210.png,1,1,2,100.0,0,2,0,0,0
1047,site5_212.png,1,7,2,100.0,0,2,0,0,0
1048,site5_213.png,0,4,6,88.125,0,6,0,0,0
1048,site5_213.png,0,6,2,100.0,0,0,0,0,2
1048,site5_213.png,1,0,2,100.0,0,2,0,0,0
1048,site5_213.png,1,1,4,100.0,0,2,2,0,0
1048,site5_213.png,1,2,4,100.0,0,0,4,0,0
1048,site5_213.png,1,3,2,30.75,0,0,2,0,0
1048,site5_213.png,1,4,2,29.0,0,2,0,0,0
1048,site5_213.png,1,5,2,30.0,0,2,0,0,0
1048,site5_213.png,2,4,2,100.0,2,0,0,0,0
1049,site5_214.png,3,2,4,17.5312,4,0,0,0,0
1049,site5_214.png,3,3,6,66.7812,6,0,0,0,0
1049,site5_214.png,3,4,4,30.0938,4,0,0,0,0
1051,site5_218.png,4,4,2,100.0,0,0,0,2,0
1052,site5_219.png,4,2,2,100.0,0,0,0,2,0
1053,site5_220.png,0,3,2,100.0,2,0,0,0,0
1053,site5_220.png,1,3,2,100.0,2,0,0,0,0
1053,site5_220.png,3,3,2,100.0,0,2,0,0,0
1053,site5_220.png,4,3,2,100.0,0,2,0,0,0
1053,site5_220.png,5,4,4,100.0,0,0,4,0,0
1053,site5_220.png,5,5,4,100.0,0,0,0,2,2
1053,site5_220.png,5,6,2,100.0,0,2,0,0,0
1053,site5_220.png,6,4,2,100.0,2,0,0,0,0
1053,site5_220.png,6,5,2,100.0,2,0,0,0,0
1053,site5_220.png,7,3,2,100.0,2,0,0,0,0
1053,site5_220.png,7,5,2,100.0,0,2,0,0,0
1054,site5_221.png,2,2,2,100.0,0,0,0,2,0
1054,site5_221.png,5,4,2,100.0,0,0,0,2,0
1056,site5_223.png,1,4,2,100.0,0,2,0,0,0
1056,site5_223.png,1,7,2,100.0,0,2,0,0,0
1056,site5_223.png,4,5,2,100.0,0,2,0,0,0
1056,site5_223.png,6,5,2,20.8438,0,0,0,2,0
1056,site5_223.png,6,6,8,91.5,0,0,0,8,0
1056,site5_223.png,6,7,2,22.2812,0,0,0,2,0
1056,site5_223.png,7,3,2,30.875,0,0,0,2,0
1056,site5_223.png,7,4,10,100.0,0,0,0,10,0
1056,site5_223.png,7,5,16,100.0,0,0,0,16,0
1056,site5_223.png,7,6,10,100.0,0,0,0,10,0
1056,site5_223.png,7,7,6,80.5938,0,0,0,6,0
1057,site5_224.png,0,6,2,9.5,0,0,2,0,0
1057,site5_224.png,1,0,2,100.0,0,2,0,0,0
1057,site5_224.png,1,4,2,100.0,0,2,0,0,0
