grid_id,centroid_x,centroid_y,area_density_pct,jumlah_instance,kategori_dominan,confidence_score,processed_at,has_detection
site12_51_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_51_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_52_grid_0_1,237.35,232.92,14.7095,3,Mixed items,0.4219,2026-05-26 01:05:43,1
site12_55_grid_0_0,19.31,231.66,2.5887,1,Asbestos,0.3063,2026-05-26 01:05:43,1
site12_55_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_55_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_58_grid_0_1,364.3,221.28,4.3388,2,Asbestos,0.3305,2026-05-26 01:05:43,1
site12_5_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_60_grid_0_1,476.57,278.49,13.047,1,Asbestos,0.7042,2026-05-26 01:05:43,1
site12_61_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_63_grid_0_1,253.33,306.89,79.4426,1,Asbestos,0.3899,2026-05-26 01:05:43,1
site12_63_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_68_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_68_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_68_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_71_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_71_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_73_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_74_grid_0_1,167.63,200.45,49.5815,2,Asbestos,0.755,2026-05-26 01:05:43,1
site12_76_grid_1_0,25.56,137.27,5.4405,1,Asbestos,0.8373,2026-05-26 01:05:43,1
site12_77_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_81_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_85_grid_0_1,403.34,240.09,33.3176,24,Pallets,0.7537,2026-05-26 01:05:43,1
site12_87_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_8_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_8_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_90_grid_1_0,246.77,157.67,5.0003,2,Vehicles,0.2873,2026-05-26 01:05:43,1
site12_91_grid_0_0,447.43,176.2,3.5973,2,Asbestos,0.4734,2026-05-26 01:05:43,1
site12_91_grid_1_0,442.57,158.67,2.7416,1,Asbestos,0.4151,2026-05-26 01:05:43,1
site12_92_grid_1_1,440.94,259.97,26.9939,1,Asbestos,0.2685,2026-05-26 01:05:43,1
site12_93_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_94_grid_1_0,391.41,421.08,13.1508,1,Mixed items,0.3194,2026-05-26 01:05:43,1
site12_98_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site12_99_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_104_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_105_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_107_grid_1_0,226.07,340.44,63.3255,2,Construction and demolition materials,0.5316,2026-05-26 01:05:43,1
site13_107_grid_1_1,249.27,353.1,56.2996,6,Construction and demolition materials,0.638,2026-05-26 01:05:43,1
site13_108_grid_0_0,53.79,267.11,13.9164,14,Textile,0.6061,2026-05-26 01:05:43,1
site13_108_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_109_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_112_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_114_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_115_grid_0_1,66.65,243.77,23.8693,1,Rubble,0.4811,2026-05-26 01:05:43,1
site13_115_grid_1_1,63.39,188.73,18.8053,1,Rubble,0.8727,2026-05-26 01:05:43,1
site13_118_grid_1_0,232.06,308.71,70.6673,5,Construction and demolition materials,0.5156,2026-05-26 01:05:43,1
site13_119_grid_0_0,28.09,412.7,4.4266,1,Rubble,0.7378,2026-05-26 01:05:43,1
site13_122_grid_0_0,254.11,125.45,27.6695,2,Rubble,0.6087,2026-05-26 01:05:43,1
site13_123_grid_1_0,255.51,187.9,33.2668,5,Rubble,0.4727,2026-05-26 01:05:43,1
site13_124_grid_1_1,98.45,446.8,10.4176,1,Rubble,0.5763,2026-05-26 01:05:43,1
site13_125_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_126_grid_0_0,369.83,339.24,37.9612,2,Pallets,0.8255,2026-05-26 01:05:43,1
site13_129_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_129_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_133_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_134_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_135_grid_0_1,34.38,284.74,5.891,1,Rubble,0.8963,2026-05-26 01:05:43,1
site13_136_grid_0_0,302.88,164.01,50.3727,8,Pallets,0.5886,2026-05-26 01:05:43,1
site13_137_grid_0_1,253.94,140.8,46.4878,3,Pallets,0.3934,2026-05-26 01:05:43,1
site13_138_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_143_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_144_grid_1_1,304.95,372.49,42.1177,1,Construction and demolition materials,0.893,2026-05-26 01:05:43,1
site13_145_grid_1_1,174.37,350.22,44.5274,3,Construction and demolition materials,0.4896,2026-05-26 01:05:43,1
site13_147_grid_0_1,258.82,77.45,29.8122,2,Pallets,0.469,2026-05-26 01:05:43,1
site13_148_grid_1_1,285.68,358.48,31.0017,40,Scrap,0.6119,2026-05-26 01:05:43,1
site13_149_grid_1_1,17.55,200.35,4.1721,1,Rubble,0.4343,2026-05-26 01:05:43,1
site13_151_grid_1_1,376.56,371.85,13.3411,8,Asbestos,0.48,2026-05-26 01:05:43,1
site13_152_grid_0_0,176.89,305.58,41.9193,2,Mixed items,0.617,2026-05-26 01:05:43,1
site13_152_grid_1_0,191.84,276.77,52.737,2,Mixed items,0.635,2026-05-26 01:05:43,1
site13_153_grid_0_0,118.81,393.91,22.7516,1,Rubble,0.809,2026-05-26 01:05:43,1
site13_154_grid_0_1,399.71,192.93,33.1635,1,Construction and demolition materials,0.7813,2026-05-26 01:05:43,1
site13_154_grid_1_0,468.66,132.87,8.8322,1,Construction and demolition materials,0.4217,2026-05-26 01:05:43,1
site13_157_grid_1_0,395.39,454.38,10.3886,1,Asbestos,0.8341,2026-05-26 01:05:43,1
site13_158_grid_0_0,394.08,272.39,4.5444,10,Tyres,0.5747,2026-05-26 01:05:43,1
site13_162_grid_1_0,96.68,306.28,19.0826,2,Asbestos,0.778,2026-05-26 01:05:43,1
site13_163_grid_1_0,218.02,242.7,29.6555,6,Scrap,0.596,2026-05-26 01:05:43,1
site13_163_grid_1_1,287.48,343.13,21.6774,4,Scrap,0.5329,2026-05-26 01:05:43,1
site13_164_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_164_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_165_grid_1_0,347.09,276.55,55.3364,3,Mixed items,0.3806,2026-05-26 01:05:43,1
site13_165_grid_1_1,266.58,281.09,72.7482,3,Mixed items,0.2657,2026-05-26 01:05:43,1
site13_166_grid_1_1,401.97,162.04,22.2603,3,Mixed items,0.3701,2026-05-26 01:05:43,1
site13_168_grid_0_0,423.67,291.35,6.3965,2,Asbestos,0.4541,2026-05-26 01:05:43,1
site13_168_grid_0_1,296.1,287.02,6.3595,2,Asbestos,0.4352,2026-05-26 01:05:43,1
site13_16_grid_0_0,223.47,212.15,19.9821,31,Scrap,0.593,2026-05-26 01:05:43,1
site13_173_grid_0_1,294.76,156.05,0.2087,1,Metal barrels,0.5335,2026-05-26 01:05:43,1
site13_174_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_176_grid_0_1,467.8,154.79,10.0418,1,Mixed items,0.7227,2026-05-26 01:05:43,1
site13_176_grid_1_1,463.49,82.57,6.4323,1,Mixed items,0.4506,2026-05-26 01:05:43,1
site13_177_grid_1_0,254.02,135.82,47.9023,2,Mixed items,0.8917,2026-05-26 01:05:43,1
site13_178_grid_0_0,252.57,194.08,71.3573,2,Asbestos,0.7884,2026-05-26 01:05:43,1
site13_182_grid_0_0,185.92,281.77,3.5736,1,Asbestos,0.4859,2026-05-26 01:05:43,1
site13_182_grid_0_1,34.03,266.92,12.8666,1,Asbestos,0.4827,2026-05-26 01:05:43,1
site13_183_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_183_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_184_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_185_grid_0_0,321.52,162.85,19.1471,2,Textile,0.4283,2026-05-26 01:05:43,1
site13_185_grid_1_1,383.46,61.45,11.6333,1,Mixed items,0.588,2026-05-26 01:05:43,1
site13_189_grid_1_0,243.29,26.8,0.8579,1,Pallets,0.899,2026-05-26 01:05:43,1
site13_18_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_195_grid_0_1,247.23,476.61,3.891,2,Scrap,0.4968,2026-05-26 01:05:43,1
site13_195_grid_1_1,343.18,307.55,0.2266,1,Tyres,0.7345,2026-05-26 01:05:43,1
site13_196_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_197_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_197_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_197_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_197_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_199_grid_0_1,463.52,135.89,8.1783,3,Mixed items,0.5046,2026-05-26 01:05:43,1
site13_203_grid_0_0,245.23,291.1,41.4036,1,Rubble,0.5924,2026-05-26 01:05:43,1
site13_205_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_206_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_208_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_210_grid_1_0,244.36,286.77,61.7668,2,Scrap,0.6576,2026-05-26 01:05:43,1
site13_212_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_213_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_213_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_215_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_215_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_215_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_216_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_216_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_218_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_24_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_26_grid_0_0,255.53,356.31,23.2834,2,Asbestos,0.5322,2026-05-26 01:05:43,1
site13_26_grid_1_0,283.7,398.1,40.1123,1,Asbestos,0.7788,2026-05-26 01:05:43,1
site13_26_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_31_grid_1_1,438.3,164.89,5.9921,1,Wood,0.4235,2026-05-26 01:05:43,1
site13_32_grid_0_1,314.87,319.62,42.654,3,Rubble,0.6537,2026-05-26 01:05:43,1
site13_32_grid_1_0,358.68,257.77,29.81,4,Scrap,0.5977,2026-05-26 01:05:43,1
site13_35_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_35_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_38_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_38_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_42_grid_0_0,416.74,266.5,17.1669,10,Scrap,0.6777,2026-05-26 01:05:43,1
site13_42_grid_0_1,330.2,254.63,24.2252,9,Plastic,0.7476,2026-05-26 01:05:43,1
site13_43_grid_0_1,241.1,396.86,20.9534,8,Scrap,0.5956,2026-05-26 01:05:43,1
site13_43_grid_1_0,294.54,272.31,16.6924,2,Scrap,0.4272,2026-05-26 01:05:43,1
site13_43_grid_1_1,240.7,268.97,21.0583,8,Scrap,0.6047,2026-05-26 01:05:43,1
site13_44_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_45_grid_0_1,217.93,248.64,32.6347,6,Scrap,0.5427,2026-05-26 01:05:43,1
site13_46_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_48_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_51_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_52_grid_0_0,495.09,174.02,1.4458,1,Pallets,0.328,2026-05-26 01:05:43,1
site13_53_grid_0_0,264.77,275.95,14.8647,14,Textile,0.7055,2026-05-26 01:05:43,1
site13_56_grid_1_1,298.07,156.53,30.1327,6,Scrap,0.5589,2026-05-26 01:05:43,1
site13_57_grid_0_0,131.2,140.97,18.8808,3,Scrap,0.5604,2026-05-26 01:05:43,1
site13_57_grid_1_0,177.39,57.68,6.5643,1,Scrap,0.6289,2026-05-26 01:05:43,1
site13_61_grid_0_1,446.12,438.65,7.3692,1,Scrap,0.3339,2026-05-26 01:05:43,1
site13_61_grid_1_0,288.24,438.27,4.1882,1,Scrap,0.3128,2026-05-26 01:05:43,1
site13_63_grid_0_0,250.64,209.06,33.3187,35,Scrap,0.6371,2026-05-26 01:05:43,1
site13_65_grid_0_0,40.26,472.01,2.6691,1,Rubble,0.5369,2026-05-26 01:05:43,1
site13_65_grid_1_0,93.8,413.36,13.0775,2,Rubble,0.466,2026-05-26 01:05:43,1
site13_66_grid_0_0,409.65,51.58,7.0606,4,Textile,0.4163,2026-05-26 01:05:43,1
site13_67_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_6_grid_1_0,397.47,172.88,25.7969,5,Construction and demolition materials,0.5137,2026-05-26 01:05:43,1
site13_71_grid_0_1,288.23,245.11,55.2521,5,Scrap,0.4585,2026-05-26 01:05:43,1
site13_73_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_74_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_77_grid_0_0,77.21,309.32,24.9409,5,Mixed items,0.3992,2026-05-26 01:05:43,1
site13_77_grid_1_1,210.54,418.2,20.8241,3,Rubble,0.6408,2026-05-26 01:05:43,1
site13_79_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_82_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_83_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_83_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_84_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_86_grid_1_1,310.07,256.86,74.0139,2,Rubble,0.6379,2026-05-26 01:05:43,1
site13_87_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_93_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_94_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_95_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_98_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site13_99_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_103_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_104_grid_1_0,26.55,157.08,1.8356,1,Vehicles,0.2854,2026-05-26 01:05:43,1
site14_104_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_108_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_109_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_111_grid_0_0,446.17,44.17,4.0306,4,Pallets,0.6789,2026-05-26 01:05:43,1
site14_111_grid_1_1,456.25,85.79,2.911,3,Textile,0.7174,2026-05-26 01:05:43,1
site14_112_grid_1_1,130.73,38.4,3.7811,5,Textile,0.743,2026-05-26 01:05:43,1
site14_113_grid_1_1,233.37,268.99,21.5557,4,Vehicles,0.6302,2026-05-26 01:05:43,1
site14_114_grid_0_0,189.91,262.83,13.0901,3,Vehicles,0.3369,2026-05-26 01:05:43,1
site14_114_grid_1_0,78.81,390.88,8.5934,1,Vehicles,0.3523,2026-05-26 01:05:43,1
site14_115_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_118_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_119_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_11_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_121_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_123_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_123_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_125_grid_1_1,172.06,269.88,60.4507,1,Plastic,0.7714,2026-05-26 01:05:43,1
site14_126_grid_0_0,306.09,104.52,31.5758,2,Scrap,0.4018,2026-05-26 01:05:43,1
site14_126_grid_1_0,309.14,50.73,12.072,1,Scrap,0.7508,2026-05-26 01:05:43,1
site14_127_grid_0_0,70.32,53.08,6.237,1,Scrap,0.8678,2026-05-26 01:05:43,1
site14_127_grid_0_1,16.85,27.5,0.7469,1,Scrap,0.3215,2026-05-26 01:05:43,1
site14_128_grid_0_0,295.27,361.51,27.9526,4,Scrap,0.5331,2026-05-26 01:05:43,1
site14_128_grid_0_1,169.64,368.13,29.2297,3,Scrap,0.5368,2026-05-26 01:05:43,1
site14_12_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_130_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_132_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_133_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_134_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_134_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_136_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_139_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_13_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_141_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_141_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_142_grid_1_0,396.8,108.39,12.1506,1,Scrap,0.2995,2026-05-26 01:05:43,1
site14_143_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_144_grid_0_0,320.67,223.93,61.5845,5,Plastic,0.5635,2026-05-26 01:05:43,1
site14_146_grid_0_0,220.13,405.81,36.4651,2,Scrap,0.7138,2026-05-26 01:05:43,1
site14_146_grid_1_0,237.11,346.07,59.4746,2,Scrap,0.7056,2026-05-26 01:05:43,1
site14_148_grid_1_1,423.0,233.73,19.297,4,Scrap,0.5675,2026-05-26 01:05:43,1
site14_151_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_153_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_153_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_155_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_155_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_156_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_157_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_157_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_158_grid_0_1,300.49,349.98,16.1133,13,Textile,0.6917,2026-05-26 01:05:43,1
site14_158_grid_1_0,396.13,249.63,13.3781,10,Textile,0.6662,2026-05-26 01:05:43,1
site14_158_grid_1_1,296.29,226.88,16.3235,13,Textile,0.7016,2026-05-26 01:05:43,1
site14_159_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_162_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_163_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_164_grid_0_0,466.98,65.82,4.9831,1,Scrap,0.6866,2026-05-26 01:05:43,1
site14_167_grid_0_1,367.32,483.67,2.2476,1,Scrap,0.2578,2026-05-26 01:05:43,1
site14_168_grid_1_0,76.0,462.38,5.9311,1,Scrap,0.7465,2026-05-26 01:05:43,1
site14_169_grid_0_0,274.31,155.13,26.4572,3,Plastic,0.5156,2026-05-26 01:05:43,1
site14_169_grid_0_1,213.18,168.89,36.9911,4,Scrap,0.4347,2026-05-26 01:05:43,1
site14_169_grid_1_0,342.72,96.94,17.4786,2,Scrap,0.4893,2026-05-26 01:05:43,1
site14_169_grid_1_1,251.09,87.05,23.4707,3,Scrap,0.5291,2026-05-26 01:05:43,1
site14_170_grid_1_0,377.39,398.62,16.5565,1,Scrap,0.8814,2026-05-26 01:05:43,1
site14_171_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_172_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_173_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_174_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_175_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_176_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_178_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_179_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_179_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_179_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_181_grid_1_0,451.58,468.62,4.3747,1,Asbestos,0.7273,2026-05-26 01:05:43,1
site14_185_grid_0_1,376.8,202.58,43.1164,3,Scrap,0.5926,2026-05-26 01:05:43,1
site14_187_grid_1_1,211.63,267.35,44.8956,1,Plastic,0.4744,2026-05-26 01:05:43,1
site14_189_grid_0_1,287.73,275.23,31.3728,2,Scrap,0.6592,2026-05-26 01:05:43,1
site14_190_grid_1_0,189.85,365.01,37.149,2,Scrap,0.5433,2026-05-26 01:05:43,1
site14_193_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_193_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_195_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_196_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_196_grid_1_0,219.13,18.16,1.2379,1,Vehicles,0.251,2026-05-26 01:05:43,1
site14_197_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_198_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_199_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_203_grid_1_1,330.25,162.29,8.0162,1,Scrap,0.2872,2026-05-26 01:05:43,1
site14_204_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_204_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_205_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_205_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_207_grid_0_1,218.9,135.19,43.9823,3,Plastic,0.6646,2026-05-26 01:05:43,1
site14_210_grid_0_1,155.84,244.97,26.141,4,Scrap,0.663,2026-05-26 01:05:43,1
site14_212_grid_0_1,160.35,385.47,28.4286,8,Pallets,0.7443,2026-05-26 01:05:43,1
site14_213_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_214_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_215_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_217_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_217_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_218_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site14_222_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
